ID da Compra,ID do Cliente,ID do Produto,Data da Compra,Valor da Compra
268,Cliente-445,Produto-15,2023-1-6,141.28
269,Cliente-151,Produto-66,2023-10-3,281.51
270,Cliente-41,Produto-47,2023-8-7,19.57
271,Cliente-88,Produto-49,2023-9-5,403.91
272,Cliente-123,Produto-30,2023-11-10,375.48
273,Cliente-209,Produto-87,2023-3-12,361.24
274,Cliente-68,Produto-40,2023-4-24,233.07
275,Cliente-434,Produto-12,2023-7-24,138.78
276,Cliente-468,Produto-51,2023-5-9,390.94
277,Cliente-45,Produto-64,2023-1-10,86.43
278,Cliente-484,Produto-58,2023-4-24,259.47
279,Cliente-19,Produto-77,2023-1-12,188.69
280,Cliente-357,Produto-27,2023-1-9,28.76
281,Cliente-147,Produto-15,2023-12-3,326.11
282,Cliente-83,Produto-83,2023-7-17,401.86
283,Cliente-88,Produto-84,2023-6-23,398.09
284,Cliente-402,Produto-37,2023-3-12,312.32
285,Cliente-361,Produto-37,2023-1-23,150.45
286,Cliente-74,Produto-60,2023-12-9,263.54
287,Cliente-422,Produto-82,2023-5-20,345.37
288,Cliente-189,Produto-47,2023-7-27,247.31
289,Cliente-382,Produto-11,2023-2-21,217.73
290,Cliente-414,Produto-93,2023-8-20,443.37
291,Cliente-174,Produto-57,2023-11-9,296.92
292,Cliente-425,Produto-43,2023-4-22,493.29
293,Cliente-136,Produto-97,2023-8-25,101.89
294,Cliente-224,Produto-41,2023-6-13,53.27
295,Cliente-131,Produto-70,2023-9-23,345.31
296,Cliente-193,Produto-42,2023-2-5,173.7
297,Cliente-98,Produto-19,2023-1-17,151.95
298,Cliente-333,Produto-99,2023-12-20,265.15
299,Cliente-415,Produto-70,2023-2-13,415.32
300,Cliente-122,Produto-92,2023-1-12,108.01
301,Cliente-237,Produto-73,2023-5-3,261.22
302,Cliente-171,Produto-27,2023-7-27,204.54
303,Cliente-138,Produto-97,2023-2-25,388.7
304,Cliente-382,Produto-84,2023-3-26,56.15
305,Cliente-77,Produto-74,2023-5-1,80.38
306,Cliente-468,Produto-11,2023-1-9,195.5
307,Cliente-350,Produto-37,2023-5-20,160.26
308,Cliente-242,Produto-17,2023-10-4,98.69
309,Cliente-421,Produto-81,2023-10-26,338.36
310,Cliente-35,Produto-3,2023-4-27,254.03
311,Cliente-3,Produto-80,2023-9-17,60.68
312,Cliente-430,Produto-63,2023-11-22,395.52
313,Cliente-197,Produto-79,2023-6-12,320.02
314,Cliente-368,Produto-26,2023-10-17,52.32
315,Cliente-45,Produto-1,2023-11-17,156.29
316,Cliente-60,Produto-53,2023-11-28,478.51
317,Cliente-71,Produto-86,2023-5-24,95.14
318,Cliente-67,Produto-45,2023-1-14,184.44
319,Cliente-137,Produto-52,2023-7-23,15.21
320,Cliente-364,Produto-30,2023-9-1,467.79
321,Cliente-223,Produto-35,2023-4-11,211.5
322,Cliente-58,Produto-97,2023-9-23,145.42
323,Cliente-452,Produto-82,2023-1-14,74.72
324,Cliente-357,Produto-55,2023-6-21,231.93
325,Cliente-250,Produto-21,2023-7-12,80.43
326,Cliente-201,Produto-80,2023-9-19,188.89
327,Cliente-222,Produto-60,2023-11-13,304.9
328,Cliente-25,Produto-12,2023-11-11,371.2
329,Cliente-154,Produto-21,2023-10-8,340.85
330,Cliente-484,Produto-77,2023-6-5,144.59
331,Cliente-351,Produto-81,2023-12-5,105.84
332,Cliente-47,Produto-18,2023-12-9,143.05
333,Cliente-89,Produto-39,2023-3-2,121.74
334,Cliente-398,Produto-39,2023-5-1,399.27
335,Cliente-338,Produto-9,2023-1-1,329.06
336,Cliente-485,Produto-6,2023-9-7,244.11
337,Cliente-323,Produto-70,2023-9-12,363.52
338,Cliente-121,Produto-72,2023-8-27,245.14
339,Cliente-48,Produto-10,2023-4-21,482.43
340,Cliente-475,Produto-28,2023-7-28,482.41
341,Cliente-87,Produto-52,2023-9-15,377.01
342,Cliente-44,Produto-62,2023-7-13,123.6
343,Cliente-133,Produto-11,2023-9-8,348.57
344,Cliente-94,Produto-96,2023-11-12,63.9
345,Cliente-285,Produto-67,2023-7-25,400.22
346,Cliente-13,Produto-81,2023-11-10,448.47
347,Cliente-189,Produto-42,2023-8-23,376.42
348,Cliente-408,Produto-1,2023-12-22,260.75
349,Cliente-258,Produto-67,2023-5-19,115.81
350,Cliente-331,Produto-5,2023-9-3,37.83
351,Cliente-213,Produto-48,2023-12-13,100.93
352,Cliente-139,Produto-17,2023-9-5,64.44
353,Cliente-83,Produto-83,2023-11-25,344.12
354,Cliente-394,Produto-85,2023-12-11,68.5
355,Cliente-383,Produto-51,2023-7-28,275.03
356,Cliente-25,Produto-40,2023-11-3,465.33
357,Cliente-100,Produto-9,2023-4-1,420.3
358,Cliente-28,Produto-89,2023-12-12,331.96
359,Cliente-461,Produto-33,2023-7-9,168.29
360,Cliente-269,Produto-33,2023-3-11,395.17
361,Cliente-321,Produto-91,2023-1-7,87.33
362,Cliente-364,Produto-82,2023-1-18,141.05
363,Cliente-207,Produto-42,2023-7-25,165.77
364,Cliente-35,Produto-51,2023-5-12,208.43
365,Cliente-108,Produto-20,2023-10-15,380.11
366,Cliente-402,Produto-50,2023-7-8,474.99
367,Cliente-480,Produto-94,2023-6-9,83.5
368,Cliente-457,Produto-94,2023-4-2,290.14
369,Cliente-483,Produto-57,2023-8-2,440.72
370,Cliente-264,Produto-51,2023-4-18,404.03
371,Cliente-445,Produto-3,2023-4-24,263.6
372,Cliente-138,Produto-23,2023-4-26,389.53
373,Cliente-100,Produto-35,2023-5-28,475.14
374,Cliente-269,Produto-2,2023-5-28,32.42
375,Cliente-4,Produto-6,2023-3-7,103.84
376,Cliente-280,Produto-72,2023-5-22,142.14
377,Cliente-61,Produto-40,2023-12-12,19.6
378,Cliente-372,Produto-41,2023-10-4,295.38
379,Cliente-101,Produto-5,2023-6-21,387.49
380,Cliente-70,Produto-68,2023-5-13,163.89
381,Cliente-43,Produto-70,2023-10-27,343.65
382,Cliente-196,Produto-84,2023-12-27,368.74
383,Cliente-447,Produto-27,2023-8-21,65.12
384,Cliente-359,Produto-14,2023-3-2,282.86
385,Cliente-441,Produto-97,2023-7-24,241.97
386,Cliente-468,Produto-41,2023-3-26,460.25
387,Cliente-340,Produto-11,2023-12-11,366.43
388,Cliente-133,Produto-35,2023-11-6,358.35
389,Cliente-205,Produto-21,2023-6-21,420.35
390,Cliente-230,Produto-35,2023-4-10,91.04
391,Cliente-389,Produto-63,2023-10-6,380.42
392,Cliente-359,Produto-38,2023-7-27,443.08
393,Cliente-93,Produto-58,2023-12-22,243.29
394,Cliente-137,Produto-86,2023-9-11,258.12
395,Cliente-101,Produto-98,2023-3-13,327.96
396,Cliente-62,Produto-45,2023-4-26,395.32
397,Cliente-401,Produto-29,2023-2-4,42.45
398,Cliente-165,Produto-24,2023-10-26,136.07
399,Cliente-340,Produto-39,2023-4-15,105.85
400,Cliente-69,Produto-64,2023-7-9,336.11
401,Cliente-438,Produto-26,2023-2-3,59.07
402,Cliente-242,Produto-9,2023-10-10,311.65
403,Cliente-252,Produto-49,2023-7-25,141.51
404,Cliente-373,Produto-71,2023-4-16,491.56
405,Cliente-278,Produto-40,2023-2-17,244.47
406,Cliente-288,Produto-9,2023-5-11,364.06
407,Cliente-168,Produto-16,2023-12-17,38.24
408,Cliente-475,Produto-35,2023-12-6,378.01
409,Cliente-342,Produto-63,2023-5-28,401.82
410,Cliente-405,Produto-61,2023-4-3,104.87
411,Cliente-475,Produto-14,2023-10-5,48.34
412,Cliente-232,Produto-36,2023-8-20,89.79
413,Cliente-218,Produto-14,2023-12-27,48.85
414,Cliente-476,Produto-77,2023-9-15,124.68
415,Cliente-454,Produto-48,2023-9-7,272.76
416,Cliente-316,Produto-67,2023-12-19,398.65
417,Cliente-411,Produto-100,2023-8-11,39.56
418,Cliente-416,Produto-66,2023-10-9,134.92
419,Cliente-249,Produto-48,2023-3-20,143.44
420,Cliente-287,Produto-81,2023-1-20,461.19
421,Cliente-482,Produto-92,2023-5-2,258.91
422,Cliente-375,Produto-53,2023-6-26,277.48
423,Cliente-239,Produto-100,2023-9-24,312.35
424,Cliente-20,Produto-91,2023-6-7,19.85
425,Cliente-444,Produto-2,2023-7-26,367.75
426,Cliente-202,Produto-7,2023-2-16,443.56
427,Cliente-134,Produto-4,2023-6-2,108.41
428,Cliente-276,Produto-17,2023-6-17,407.41
429,Cliente-60,Produto-86,2023-4-3,252.58
430,Cliente-200,Produto-19,2023-1-27,224.26
431,Cliente-114,Produto-88,2023-5-16,249.84
432,Cliente-19,Produto-7,2023-10-16,472.57
433,Cliente-484,Produto-10,2023-3-22,87.23
434,Cliente-167,Produto-67,2023-8-23,211.67
435,Cliente-11,Produto-91,2023-2-3,466.75
436,Cliente-210,Produto-6,2023-4-13,384.42
437,Cliente-434,Produto-42,2023-6-10,475.67
438,Cliente-164,Produto-93,2023-4-12,315.62
439,Cliente-405,Produto-94,2023-1-1,400.32
440,Cliente-173,Produto-45,2023-4-5,187.71
441,Cliente-46,Produto-47,2023-8-27,365.8
442,Cliente-236,Produto-9,2023-1-27,57.61
443,Cliente-295,Produto-52,2023-9-15,280.34
444,Cliente-338,Produto-38,2023-4-15,271.16
445,Cliente-436,Produto-49,2023-2-18,318.97
446,Cliente-24,Produto-38,2023-6-16,427.57
447,Cliente-264,Produto-26,2023-6-1,239.88
448,Cliente-129,Produto-91,2023-2-25,245.8
449,Cliente-165,Produto-86,2023-3-22,392.91
450,Cliente-169,Produto-40,2023-4-19,299.56
451,Cliente-97,Produto-47,2023-5-27,286.81
452,Cliente-213,Produto-67,2023-10-6,201.04
453,Cliente-239,Produto-43,2023-11-15,468.46
454,Cliente-339,Produto-25,2023-7-17,125.97
455,Cliente-109,Produto-59,2023-3-15,471.79
456,Cliente-386,Produto-73,2023-4-12,392.51
457,Cliente-86,Produto-10,2023-10-8,48.82
458,Cliente-487,Produto-52,2023-2-24,75.51
459,Cliente-133,Produto-5,2023-12-19,423.58
460,Cliente-409,Produto-79,2023-5-18,308.93
461,Cliente-167,Produto-62,2023-11-11,409.11
462,Cliente-352,Produto-22,2023-2-27,216.29
463,Cliente-81,Produto-77,2023-2-16,330.56
464,Cliente-325,Produto-57,2023-2-11,350.11
465,Cliente-481,Produto-95,2023-5-1,278.33
466,Cliente-255,Produto-87,2023-7-17,119.85
467,Cliente-326,Produto-86,2023-1-12,419.01
468,Cliente-354,Produto-95,2023-9-20,110.61
469,Cliente-6,Produto-34,2023-9-20,407.36
470,Cliente-485,Produto-91,2023-8-14,212.26
471,Cliente-120,Produto-49,2023-11-7,203.76
472,Cliente-319,Produto-98,2023-8-16,183.38
473,Cliente-343,Produto-60,2023-9-25,167.77
474,Cliente-101,Produto-63,2023-4-13,461.33
475,Cliente-120,Produto-14,2023-9-10,389.78
476,Cliente-290,Produto-67,2023-9-20,31.4
477,Cliente-176,Produto-13,2023-3-24,390.34
478,Cliente-116,Produto-85,2023-6-6,62.77
479,Cliente-313,Produto-1,2023-10-6,128.36
480,Cliente-110,Produto-17,2023-11-7,275.71
481,Cliente-378,Produto-31,2023-9-20,329.16
482,Cliente-146,Produto-52,2023-4-24,84.58
483,Cliente-148,Produto-48,2023-6-19,139.35
484,Cliente-460,Produto-60,2023-8-12,44.7
485,Cliente-223,Produto-43,2023-10-14,386.28
486,Cliente-447,Produto-34,2023-10-11,430.28
487,Cliente-271,Produto-89,2023-11-23,370.07
488,Cliente-239,Produto-92,2023-1-22,175.96
489,Cliente-183,Produto-92,2023-5-25,162.39
490,Cliente-116,Produto-8,2023-5-9,264.89
491,Cliente-198,Produto-45,2023-4-11,278.42
492,Cliente-433,Produto-48,2023-2-8,359.12
493,Cliente-217,Produto-77,2023-1-4,212.6
494,Cliente-483,Produto-46,2023-10-9,45.54
495,Cliente-164,Produto-84,2023-3-8,206.31
496,Cliente-316,Produto-45,2023-11-24,56.72
497,Cliente-236,Produto-16,2023-1-4,206.03
498,Cliente-64,Produto-12,2023-8-27,249.53
499,Cliente-136,Produto-55,2023-9-2,411.16
500,Cliente-66,Produto-17,2023-10-3,213.56
501,Cliente-482,Produto-77,2023-1-15,490.11
502,Cliente-230,Produto-24,2023-6-9,86.18
503,Cliente-486,Produto-15,2023-7-26,114.84
504,Cliente-319,Produto-25,2023-8-13,412.39
505,Cliente-12,Produto-2,2023-12-22,403.2
506,Cliente-95,Produto-21,2023-10-10,450.07
507,Cliente-481,Produto-6,2023-9-28,438.74
508,Cliente-379,Produto-7,2023-3-25,19.26
509,Cliente-188,Produto-45,2023-11-21,82.18
510,Cliente-278,Produto-69,2023-2-8,105.54
511,Cliente-16,Produto-81,2023-2-7,408.09
512,Cliente-125,Produto-25,2023-5-5,366.22
513,Cliente-254,Produto-99,2023-3-7,257.09
514,Cliente-373,Produto-3,2023-1-6,118.74
515,Cliente-129,Produto-49,2023-5-24,496.49
516,Cliente-404,Produto-22,2023-7-17,161.38
517,Cliente-82,Produto-38,2023-1-28,97.4
518,Cliente-239,Produto-89,2023-2-21,15.28
519,Cliente-221,Produto-19,2023-4-13,245.73
520,Cliente-495,Produto-3,2023-11-13,69.0
521,Cliente-376,Produto-21,2023-5-2,262.43
522,Cliente-90,Produto-54,2023-10-6,87.27
523,Cliente-452,Produto-45,2023-12-4,390.94
524,Cliente-29,Produto-78,2023-8-4,332.63
525,Cliente-344,Produto-54,2023-7-12,472.76
526,Cliente-167,Produto-79,2023-11-17,271.13
527,Cliente-97,Produto-10,2023-5-17,341.62
528,Cliente-287,Produto-62,2023-6-27,111.36
529,Cliente-71,Produto-97,2023-8-26,209.8
530,Cliente-413,Produto-52,2023-6-25,226.34
531,Cliente-379,Produto-87,2023-11-10,259.09
532,Cliente-238,Produto-28,2023-12-8,374.92
533,Cliente-346,Produto-96,2023-5-21,236.59
534,Cliente-217,Produto-49,2023-4-21,459.2
535,Cliente-342,Produto-43,2023-8-24,367.94
